Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,"EMD Serono, Inc.",103780,Rebif,interferon beta-1a,351(a),44MCG/0.5ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,7-Mar-02,N/A,N/A,,Original,1773,2,CDER,,,,,
,"EMD Serono, Inc.",103780,Rebif,interferon beta-1a,351(a),8.8MCG/0.2ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,17-Dec-04,N/A,N/A,5052,Supplement,1773,3,CDER,,,,,
,"EMD Serono, Inc.",103780,Rebif,interferon beta-1a,351(a),8.8MCG/0.2ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,21-Dec-12,N/A,N/A,5121,Supplement,1773,4,CDER,,,,,
,"EMD Serono, Inc.",103780,Rebif,interferon beta-1a,351(a),22MCG/0.5ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,21-Dec-12,N/A,N/A,5121,Supplement,1773,5,CDER,,,,,
,"EMD Serono, Inc.",103780,Rebif,interferon beta-1a,351(a),44MCG/0.5ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,21-Dec-12,N/A,N/A,5121,Supplement,1773,6,CDER,,,,,
,Endo Operations Limited,103782,Aplisol,"Tuberculin, Purified Protein Derivative",351(a),5TU/.1ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,20-Apr-98, ,N/A,0,Original,2362,1,CBER,,,,,
,"Chiesi USA, Inc.",103786,Retavase,reteplase,351(a),10UNITS,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,30-Oct-96,N/A,N/A,,Original,2150,1,CDER,,,,,
,BTG International Inc.,103788,Crofab,Crotalidae Polyvalent Immune Fab (Ovine),351(a),1G,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Oct-00, ,N/A,0,Original,1861,1,CBER,,,,,2-Oct-07
,"Genentech, Inc.",103792,Herceptin,trastuzumab,351(a),420MG,For Injection,Intravenous,Multi-Dose Vial,Disc*,Licensed,25-Sep-98,N/A,N/A,,Original,1048,1,CDER,,,,,20-Oct-17
,"Genentech, Inc.",103792,Herceptin,trastuzumab,351(a),150MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Feb-17,N/A,N/A,5336,Supplement,1048,2,CDER,,,,,20-Oct-17
,Immunex Corporation,103795,Enbrel,etanercept,351(a),25MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,2-Nov-98,N/A,N/A,,Original,1132,1,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel,etanercept,351(a),25MG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,27-May-99,N/A,N/A,1001,Supplement,1132,2,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel,etanercept,351(a),50MG/ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Sep-04,N/A,N/A,5184,Supplement,1132,3,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel,etanercept,351(a),25MG/0.5ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,1-Feb-07,N/A,N/A,5322,Supplement,1132,4,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel Mini,etanercept,351(a),50MG/ML,Injection ,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,14-Sep-17,N/A,N/A,5556,Supplement,1132,5,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel,etanercept,351(a),50MG/ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,,N/A,N/A,,Supplement,1132,6,CDER,,,,,27-May-06
,Immunex Corporation,103795,Enbrel,etanercept,351(a),25MG/0.5ML,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,5-Mar-20,N/A,N/A,5577,Supplement,1132,7,CDER,,,,,27-May-06
,"ALK-Abello, Inc.",103810,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,16-Dec-71, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103810,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,16-Dec-71, ,N/A,0,Original,1256,2,CBER,,,,,
,Emergent BioDefense Operations Lansing LLC,103820,Biorab,Rabies Vaccine Adsorbed,351(a),1.0ML,Injection,Intramuscular,Vial,Disc,Licensed,12-Nov-98, ,N/A,0,Original,1755,1,CBER,,,,,
,Emergent BioDefense Operations Lansing LLC,103821,Biothrax,Anthrax Vaccine Adsorbed,351(a),0.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,12-Nov-98, ,N/A,0,Original,1755,1,CBER,,,,,23-Nov-22
,Emergent BioDefense Operations Lansing LLC,103821,Biothrax,Anthrax Vaccine Adsorbed,351(a),0.5ML,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Nov-98, ,N/A,0,Original,1755,2,CBER,,,,,23-Nov-22
,Horizon Therapeutics Ireland DAC,103836,Actimmune,interferon gamma-1b,351(a),100MCG(2MILLION INTERNATIONAL UNITS)/0.5ML,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,25-Feb-99,N/A,N/A,,Original,2022,1,CDER,,,,,10-Feb-07
,Seqirus Vaccines Limited,103837,Fluvirin,Influenza Virus Vaccine,351(a),15UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed,3-Nov-98, ,N/A,0,Original,2055,1,CBER,,,,,
,"Solstice NeuroSciences, LLC",103846,Myobloc,rimabotulinumtoxinB,351(a),"2,500UNITS/0.5ML",Injection ,"Intramuscular, Intraglandular",Single-Dose Vial,Rx,Licensed,8-Dec-00,N/A,N/A,,Original,1718,1,CDER,,,,,8-Dec-07
,"Solstice NeuroSciences, LLC",103846,Myobloc,rimabotulinumtoxinB,351(a),"5,000UNITS/ML",Injection ,"Intramuscular, Intraglandular",Single-Dose Vial,Rx,Licensed,8-Dec-00,N/A,N/A,,Original,1718,2,CDER,,,,,8-Dec-07
,"Solstice NeuroSciences, LLC",103846,Myobloc,rimabotulinumtoxinB,351(a),"10,000UNITS/2ML (5,000UNITS/ML)",Injection ,"Intramuscular, Intraglandular",Single-Dose Vial,Rx,Licensed,8-Dec-00,N/A,N/A,,Original,1718,3,CDER,,,,,8-Dec-07
,GlaxoSmithKline Biologicals,103850,Twinrix,Hepatitis A & Hepatitis B (Recombinant) Vaccine,351(a),1ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,11-May-01, ,N/A,0,Original,1617,1,CBER,,,,,
,Genzyme Corporation,103869,Thymoglobulin,Anti-thymocyte Globulin (Rabbit),351(a),25MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,19-May-99, ,N/A,0,Original,1596,1,CBER,,,,,
,Jubilant HollisterStier LLC,103870,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103870,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),30AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103870,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103870,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),300AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103870,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103871,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103871,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),30AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103871,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103871,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),300AU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103871,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103872,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103872,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103872,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"1,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103872,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103873,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103874,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"1,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103875,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"1,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103876,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"1,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103877,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),100BAU/ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"1,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103878,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),100BAU/ML ,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"1,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,5,CBER,,,,,
,Jubilant HollisterStier LLC,103879,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,6,CBER,,,,,
,Jubilant HollisterStier LLC,103880,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103880,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103880,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103882,,"Venoms, Honey Bee Venom",351(a),100UG/ML,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103882,,"Venoms, Honey Bee Venom",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103882,,"Venoms, Honey Bee Venom",351(a),100UG/ML,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103882,,"Venoms, Honey Bee Venom",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103883,,"Venoms, Mixed Vespid Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103883,,"Venoms, Mixed Vespid Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103884,,"Venoms, Wasp Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103884,,"Venoms, Wasp Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103884,,"Venoms, Wasp Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103884,,"Venoms, Wasp Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103885,,"Venoms, White Faced Hornet Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103885,,"Venoms, White Faced Hornet Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103885,,"Venoms, White Faced Hornet Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103885,,"Venoms, White Faced Hornet Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103886,,"Venoms, Yellow Hornet Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103886,,"Venoms, Yellow Hornet Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103886,,"Venoms, Yellow Hornet Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103886,,"Venoms, Yellow Hornet Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103887,,"Venoms, Yellow Jacket Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103887,,"Venoms, Yellow Jacket Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103887,,"Venoms, Yellow Jacket Venom Protein",351(a),100UG/ML,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103887,,"Venoms, Yellow Jacket Venom Protein",351(a),100UG/ML,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,4,CBER,,,,,
,Jubilant HollisterStier LLC,103889,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103889,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103889,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
