Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),0.6MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,3,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),0.2MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,4,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),0.8MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,5,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),0.4MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,6,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),12MG,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,23-Oct-96,N/A,N/A,7,Supplement,1216,7,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),1MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,8,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),1.2MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,9,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),1.4MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,10,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),1.6MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,11,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),1.8MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,12,CDER,,,,,25-Jul-08
,Pharmacia & Upjohn Company LLC,20280,Genotropin,somatropin,351(a),2MG,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Jan-98,N/A,N/A,9,Supplement,1216,13,CDER,,,,,25-Jul-08
,Bayer HealthCare Pharmaceuticals Inc.,20304,Trasylol,aprotinin,351(a),"1,000,000KIU/100ML (10,000KIU/ML) ",Injection ,Intravenous,Single-Dose Vial,Disc,Licensed,29-Dec-93,N/A,N/A,,Original,1778,1,CDER,,,,,29-Dec-00
,Bayer HealthCare Pharmaceuticals Inc.,20304,Trasylol,aprotinin,351(a),"2,000,000KIU/200ML (10,000KIU/ML)",Injection ,Intravenous,Single-Dose Vial,Disc,Licensed,29-Dec-93,N/A,N/A,,Original,1778,2,CDER,,,,,29-Dec-00
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",20328,Humegon,menotropins,351(a),75IU,For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,1-Sep-94,N/A,N/A,,Original,2193,1,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",20328,Humegon,menotropins,351(a),150IU,For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,1-Sep-94,N/A,N/A,,Original,2193,2,CDER,,,,,
,Genzyme Corporation,20367,Cerezyme,imiglucerase,351(a),200UNITS/VIAL,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,23-May-94,N/A,N/A,,Original,1596,1,CDER,,,,,23-May-01
,Genzyme Corporation,20367,Cerezyme,imiglucerase,351(a),400UNITS/VIAL,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Sep-99,N/A,N/A,34,Supplement,1596,2,CDER,,,,,23-May-01
,"EMD Serono, Inc.",20378,Gonal-f,follitropin alfa,351(a),75IU,For Injection,Subcutaneous,Ampule,Disc,Licensed,29-Sep-97,N/A,N/A,,Original,1773,1,CDER,,,,,24-May-07
,"EMD Serono, Inc.",20378,Gonal-f,follitropin alfa,351(a),150IU,For Injection,Subcutaneous,Ampule,Disc,Licensed,29-Sep-97,N/A,N/A,,Original,1773,2,CDER,,,,,24-May-07
,"EMD Serono, Inc.",20378,Gonal-f,follitropin alfa,351(a),37.5IU,For Injection,Subcutaneous,Ampule,Disc,Licensed,25-Mar-04,N/A,N/A,15,Supplement,1773,3,CDER,,,,,24-May-07
,"EMD Serono, Inc.",20378,Gonal-f,follitropin alfa,351(a),"1,050IU (600IU/ML)",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,28-Feb-01,N/A,N/A,9,Supplement,1773,4,CDER,,,,,24-May-07
,"EMD Serono, Inc.",20378,Gonal-f,follitropin alfa,351(a),450IU (600IU/ML),For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,26-Mar-04,N/A,N/A,16,Supplement,1773,5,CDER,,,,,24-May-07
,ONY Biotech Inc.,20521,Infasurf,calfactant,351(a),210MG/6ML (35MG/ML),Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,1-Jul-98,N/A,N/A,,Original,2192,1,CDER,,,,,
,ONY Biotech Inc.,20521,Infasurf,calfactant,351(a),105MG/3ML (35MG/ML),Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,12-Dec-02,N/A,N/A,8,Supplement,2192,2,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),10MG/2ML ,Injection ,Subcutaneous,Vial,Disc,Voluntarily Revoked,29-Dec-95,N/A,N/A,,Original,1048,1,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),10MG/2ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Voluntarily Revoked,22-Apr-02,N/A,N/A,17,Supplement,1048,2,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),5MG/2ML ,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,3-Jan-08,N/A,N/A,37,Supplement,1048,3,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),20MG/2ML,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,3-Jan-08,N/A,N/A,37,Supplement,1048,4,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),10MG/2ML ,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,3-Jan-08,N/A,N/A,36,Supplement,1048,5,CDER,,,,,
," Genentech, Inc.",20522,Nutropin AQ,somatropin,351(a),20MG/2ML,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Voluntarily Revoked,3-Jan-08,N/A,N/A,26,Supplement,1048,6,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,14-Jun-96,N/A,N/A,,Original,1891,1,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,6-Aug-98,N/A,N/A,6,Supplement,1891,2,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Rx,Licensed,6-Sep-07,N/A,N/A,75,Supplement,1891,3,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Rx,Licensed,6-Jun-17,N/A,N/A,176,Supplement,1891,4,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Rx,Licensed,15-Nov-19,N/A,N/A,196,Supplement,1891,5,CDER,,,,,
,Eli Lilly and Company,20563,Humalog,insulin lispro,351(a),300UNITS/3ML (100UNITS/ML),Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,14-Jun-96,N/A,N/A,,Original,1891,6,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",20580,Cotazym,pancrelipase,351(a),"8,000USP UNITS; 30,000USP UNITS; 30,000USP UNITS","Capsule, Delayed Release",Oral,,Disc,Voluntarily Revoked,9-Dec-96,N/A,N/A,,Original,2193,1,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",20582,Follistim,follitropin beta,351(a),75IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,29-Sep-97,N/A,N/A,,Original,2193,1,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",20582,Follistim,follitropin beta,351(a),150IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,29-Sep-97,N/A,N/A,,Original,2193,2,CDER,,,,,
,"EMD Serono, Inc.",20604,Serostim,somatropin,351(a),6MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,23-Aug-96,N/A,N/A,,Original,1773,1,CDER,,,,,23-Aug-03
,"EMD Serono, Inc.",20604,Serostim,somatropin,351(a),5MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,23-Aug-96,N/A,N/A,,Original,1773,2,CDER,,,,,
,"EMD Serono, Inc.",20604,Serostim,somatropin,351(a),4MG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,25-Jul-97,N/A,N/A,2,Supplement,1773,3,CDER,,,,,
,"EMD Serono, Inc.",20604,Zorbtive/Serostim,somatropin,351(a),8.8MG,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,19-Nov-01,N/A,N/A,19,Supplement,1773,4,CDER,,,,,
,"EMD Serono, Inc.",20604,Serostim,somatropin,351(a),6MG/0.5ML ,Injection ,Subcutaneous,Single-Dose Cartridge,Disc,Licensed,11-Feb-05,N/A,N/A,29,Supplement,1773,5,CDER,,,,,
,AbbVie Inc.,20725,Creon,pancrelipase,351(a),"6,000USP UNITS; 19,000USP UNITS; 30,000USP UNITS","Capsule, Delayed Release",Oral,,Rx,Licensed,30-Apr-09,N/A,N/A,,Original,1889,1,CDER,,,,,
,AbbVie Inc.,20725,Creon,pancrelipase,351(a),"12,000USP UNITS; 38,000USP UNITS; 60,000USP UNITS","Capsule, Delayed Release",Oral,,Rx,Licensed,30-Apr-09,N/A,N/A,,Original,1889,2,CDER,,,,,
,AbbVie Inc.,20725,Creon,pancrelipase,351(a),"24,000USP UNITS; 76,000USP UNITS; 120,000USP UNITS","Capsule, Delayed Release",Oral,,Rx,Licensed,30-Apr-09,N/A,N/A,,Original,1889,3,CDER,,,,,
,AbbVie Inc.,20725,Creon,pancrelipase,351(a),"3,000USP UNITS; 9,500USP UNITS; 15,000USP UNITS","Capsule, Delayed Release",Oral,,Rx,Licensed,10-Jun-11,N/A,N/A,11,Supplement,1889,4,CDER,,,,,
,AbbVie Inc.,20725,Creon,pancrelipase,351(a),"36,000USP UNITS; 114,000USP UNITS; 180,000USP UNITS","Capsule, Delayed Release",Oral,,Rx,Licensed,14-Mar-13,N/A,N/A,16,Supplement,1889,5,CDER,,,,,
,"Chiesi USA, Inc.",20744,Curosurf,poractant alfa,351(a),120MG/1.5ML (80MG/ML),Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,18-Nov-99,N/A,N/A,,Original,2150,1,CDER,,,,,
,"Chiesi USA, Inc.",20744,Curosurf,poractant alfa,351(a),240MG/3ML (80MG/ML),Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,18-Nov-99,N/A,N/A,,Original,2150,2,CDER,,,,,
,"QOL Medical, LLC",20772,Sucraid,sacrosidase,351(a),"1,003,000IU/118ML (8,500IU/ML)",Solution For Oral,Oral,Bottle,Rx,Licensed,9-Apr-98,N/A,N/A,,Original,2195,1,CDER,,,,,9-Apr-05
,"QOL Medical, LLC",20772,Sucraid,sacrosidase,351(a),"17,000IU/2ML (8,500IU/ML)",Solution For Oral,Oral,,Rx,Licensed,25-May-22,N/A,N/A,27,Supplement,2195,2,CDER,,,,,9-Apr-05
,Genzyme Corporation,20898,Thyrogen,thyrotropin alfa,351(a),0.9MG,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,30-Nov-98,N/A,N/A,,Original,1596,1,CDER,,,,,14-Dec-14
,Novo Nordisk Inc.,20986,Novolog,insulin aspart,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,7-Jun-00,N/A,N/A,,Original,1261,1,CDER,,,,,
,Novo Nordisk Inc.,20986,Novolog,insulin aspart,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,7-Jun-00,N/A,N/A,,Original,1261,2,CDER,,,,,
,Novo Nordisk Inc.,20986,Novolog,insulin aspart,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Rx,Licensed,19-Jan-01,N/A,N/A,1,Supplement,1261,3,CDER,,,,,
,Novo Nordisk Inc.,20986,Novolog,insulin aspart,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Disc,Licensed,23-Apr-04,N/A,N/A,23,Supplement,1261,4,CDER,,,,,
,Novo Nordisk Inc.,20986,Novolog,insulin aspart,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Disc,Licensed,31-Oct-13,N/A,N/A,61,Supplement,1261,5,CDER,,,,,
,Eli Lilly and Company,21017,Humalog Mix 75/25,insulin lispro protamine and insulin lispro,351(a),750UNITS/10ML (75UNITS/ML); 250UNITS/10ML (25UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,Rx,Licensed,22-Dec-99,N/A,N/A,,Original,1891,1,CDER,,,,,
,Eli Lilly and Company,21017,Humalog Mix 75/25,insulin lispro protamine and insulin lispro,351(a),225UNITS/3ML (75UNITS/ML); 75UNITS/3ML (25UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Rx,Licensed,6-Sep-07,N/A,N/A,40,Supplement,1891,2,CDER,,,,,
,Eli Lilly and Company,21017,Humalog Mix 75/25,insulin lispro protamine and insulin lispro,351(a),225UNITS/3ML (75UNITS/ML); 75UNITS/3ML (25UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Disc,Licensed,22-Dec-99,N/A,N/A,,Original,1891,3,CDER,,,,,
,Eli Lilly and Company,21018,Humalog Mix 50/50,insulin lispro protamine and insulin lispro,351(a),500UNITS/10ML (50UNITS/ML); 500UNITS/10ML (50UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,Disc,Licensed,22-Dec-99,N/A,N/A,,Original,1891,1,CDER,,,,,
,Eli Lilly and Company,21018,Humalog Mix 50/50,insulin lispro protamine and insulin lispro,351(a),150UNITS/3ML (50UNITS/ML); 150UNITS/3ML (50UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Rx,Licensed,6-Sep-07,N/A,N/A,34,Supplement,1891,2,CDER,,,,,
,Eli Lilly and Company,21018,Humalog Mix 50/50,insulin lispro protamine and insulin lispro,351(a),150UNITS/3ML (50UNITS/ML); 150UNITS/3ML (50UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Disc,Licensed,22-Dec-99,N/A,N/A,,Original,1891,3,CDER,,,,,
,Ferring Pharmaceuticals Inc.,21047,Repronex,menotropins,351(a),75IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,27-Aug-99,N/A,N/A,,Original,2112,1,CDER,,,,,
,Ferring Pharmaceuticals Inc.,21047,Repronex,menotropins,351(a),150IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,27-Aug-99,N/A,N/A,,Original,2112,2,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21081,Lantus,insulin glargine,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection ,Subcutaneous,Multi-Dose Vial,Rx,Licensed,20-Apr-00,N/A,N/A,,Original,1752,1,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21081,Lantus,insulin glargine,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Rx,Licensed,25-Apr-07,N/A,N/A,24,Supplement,1752,2,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21081,Lantus,insulin glargine,351(a),500UNITS/5ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Vial,Disc,Licensed,20-Apr-00,N/A,N/A,,Original,1752,3,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21081,Lantus,insulin glargine,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,20-Apr-00,N/A,N/A,,Original,1752,4,CDER,,,,,
,Pharmacia & Upjohn Company LLC,21106,Somavert,pegvisomant,351(a),10MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,25-Mar-03,N/A,N/A,,Original,1216,1,CDER,,,,,25-Mar-10
,Pharmacia & Upjohn Company LLC,21106,Somavert,pegvisomant,351(a),15MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,25-Mar-03,N/A,N/A,,Original,1216,2,CDER,,,,,25-Mar-10
,Pharmacia & Upjohn Company LLC,21106,Somavert,pegvisomant,351(a),20MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,25-Mar-03,N/A,N/A,,Original,1216,3,CDER,,,,,25-Mar-10
,Pharmacia & Upjohn Company LLC,21106,Somavert,pegvisomant,351(a),25MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,31-Jul-14,N/A,N/A,44,Supplement,1216,4,CDER,,,,,25-Mar-10
,Pharmacia & Upjohn Company LLC,21106,Somavert,pegvisomant,351(a),30MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,31-Jul-14,N/A,N/A,44,Supplement,1216,5,CDER,,,,,25-Mar-10
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),5MG/1.5ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,20-Jun-00,N/A,N/A,,Original,1261,1,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),10MG/1.5ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,20-Jun-00,N/A,N/A,,Original,1261,2,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),15MG/1.5ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,20-Jun-00,N/A,N/A,,Original,1261,3,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),5MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,1-Oct-04,N/A,N/A,6,Supplement,1261,4,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),10MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,1-Oct-04,N/A,N/A,6,Supplement,1261,5,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),15MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,1-Oct-04,N/A,N/A,6,Supplement,1261,6,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),30MG/3ML ,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,10-Mar-09,N/A,N/A,25,Supplement,1261,7,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),5MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,1-Mar-10,N/A,N/A,27,Supplement,1261,8,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),10MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,1-Mar-10,N/A,N/A,27,Supplement,1261,9,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),15MG/1.5ML ,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,1-Mar-10,N/A,N/A,27,Supplement,1261,10,CDER,,,,,31-May-14
,Novo Nordisk Inc.,21148,Norditropin,somatropin,351(a),30MG/3ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,23-Jan-15,N/A,N/A,42,Supplement,1261,11,CDER,,,,,31-May-14
,"EMD Serono, Inc.",21149,Ovidrel,choriogonadotropin alfa,351(a),250MCG,Injection ,Subcutaneous,Single-Dose Vial,Disc,Licensed,20-Sep-00,N/A,N/A,,Original,1773,1,CDER,,,,,
,"EMD Serono, Inc.",21149,Ovidrel,choriogonadotropin alfa,351(a),250MCG/0.5ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,14-Jul-03,N/A,N/A,6,Supplement,1773,2,CDER,,,,,
,Novo Nordisk Inc.,21172,Novolog Mix 70/30,insulin aspart protamine and insulin aspart,351(a),700UNITS/10ML (70UNITS/ML); 300UNITS/10ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,Rx,Licensed,1-Nov-01,N/A,N/A,,Original,1261,1,CDER,,,,,
,Novo Nordisk Inc.,21172,Novolog Mix 70/30,insulin aspart protamine and insulin aspart,351(a),210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Disc,Licensed,1-Nov-01,N/A,N/A,,Original,1261,2,CDER,,,,,
,Novo Nordisk Inc.,21172,Novolog Mix 70/30,insulin aspart protamine and insulin aspart,351(a),210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,1-Nov-01,N/A,N/A,,Original,1261,3,CDER,,,,,
,Novo Nordisk Inc.,21172,Novolog Mix 70/30,insulin aspart protamine and insulin aspart,351(a),210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,Rx,Licensed,3-May-02,N/A,N/A,1,Supplement,1261,4,CDER,,,,,
,"Organon USA LLC, a subsidiary of Organon & Co.",21211,Follistim AQ Cartridge,follitropin beta,351(a),300IU/0.36ML,Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,23-Mar-04,N/A,N/A,,Original,2331,1,CDER,,,,,
,"Organon USA LLC, a subsidiary of Organon & Co.",21211,Follistim AQ Cartridge,follitropin beta,351(a),600IU/0.72ML,Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,23-Mar-04,N/A,N/A,,Original,2331,2,CDER,,,,,
,"Organon USA LLC, a subsidiary of Organon & Co.",21211,Follistim AQ Cartridge,follitropin beta,351(a),175IU/0.21ML,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,11-Feb-05,N/A,N/A,2,Supplement,2331,3,CDER,,,,,
,"Organon USA LLC, a subsidiary of Organon & Co.",21211,Follistim AQ Cartridge,follitropin beta,351(a),900IU/1.08ML,Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,11-Feb-05,N/A,N/A,2,Supplement,2331,4,CDER,,,,,
,"Bausch Health US, LLC",21271,Iprivask,desirudin,351(a),15MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,4-Apr-03,N/A,N/A,,Original,2181,1,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",21273,Follistim AQ,follitropin beta,351(a),75IU/0.5ML,Injection ,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,26-Aug-05,N/A,N/A,,Original,2193,1,CDER,,,,,
,"Organon USA Inc., a subsidiary of Merck & Co., Inc.",21273,Follistim AQ,follitropin beta,351(a),150IU/0.5ML,Injection ,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,26-Aug-05,N/A,N/A,,Original,2193,2,CDER,,,,,
,Ferring Pharmaceuticals Inc.,21289,Bravelle,urofollitropin,351(a),75IU ,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,6-May-02,N/A,N/A,,Original,2112,1,CDER,,,,,
,Sandoz Inc.,21426,Omnitrope,somatropin,351(a),5.8MG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,30-May-06,N/A,N/A,,Original,2003,1,CDER,,,,,
,Sandoz Inc.,21426,Omnitrope,somatropin,351(a),1.5MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,30-May-06,N/A,N/A,,Original,2003,2,CDER,,,,,
,Sandoz Inc.,21426,Omnitrope,somatropin,351(a),5MG/1.5ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,16-Jan-08,N/A,N/A,2,Supplement,2003,3,CDER,,,,,
,Sandoz Inc.,21426,Omnitrope,somatropin,351(a),10MG/1.5ML ,Injection ,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,25-Aug-08,N/A,N/A,4,Supplement,2003,4,CDER,,,,,
,Novo Nordisk Inc.,21536,Levemir,insulin detemir,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection ,Subcutaneous,Multi-Dose Vial,Disc,Licensed,16-Jun-05,N/A,N/A,,Original,1261,1,CDER,,,,,
,Novo Nordisk Inc.,21536,Levemir,insulin detemir,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Disc,Licensed,16-Jun-05,N/A,N/A,,Original,1261,2,CDER,,,,,
,Novo Nordisk Inc.,21536,Levemir,insulin detemir,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Disc,Licensed,16-Jun-05,N/A,N/A,,Original,1261,3,CDER,,,,,
,Novo Nordisk Inc.,21536,Levemir,insulin detemir,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,16-Jun-05,N/A,N/A,,Original,1261,4,CDER,,,,,
,Novo Nordisk Inc.,21536,Levemir,insulin detemir,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Autoinjector,Disc,Licensed,31-Oct-13,N/A,N/A,33,Supplement,1261,5,CDER,,,,,
,Emergent Biosolutions Canada Inc.,21538,Accretropin,somatropin,351(a),5MG/ML,Injection ,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,23-Jan-08,N/A,N/A,,Original,2084,1,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21629,Apidra,insulin glulisine,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,16-Apr-04,N/A,N/A,,Original,1752,1,CDER,,,,,
,Sanofi-Aventis U.S. LLC,21629,Apidra,insulin glulisine,351(a),300UNITS/3ML (100UNITS/ML),Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,20-Dec-05,N/A,N/A,2,Supplement,1752,2,CDER,,,,,
